"gene"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"C4BPA"	-0.754539825512097	-0.950686945907721	1.62032053695609	0.203047099069217	0.700768825133866
"CD55"	0.056472944823449	5.23640902333936	0.0316284917041969	0.858845483678468	0.914263321634643
"CR2"	-1.45064801030903	-0.599298863776749	6.62468104725016	0.010057515172651	0.156804838942378
"CR1"	1.70668603746149	4.75163242701466	31.1849913556252	2.34572681655093e-08	5.33471085787419e-06
"CR1L"	1.06476307046479	-0.0325937234523112	4.61557939949585	0.0316827900864226	0.313277379047815
"CD46P1"	-0.353083780418305	-1.2932339130706	0.373658625099367	0.541016726872648	0.867238923305231
"CD46"	-0.39702061573451	8.11090061065675	1.77903574345947	0.182267776174114	0.682708231820444
"MIR29B2CHG"	0.465029736208843	1.63818010214603	1.09070722306278	0.296314564231008	0.770485390744413
"CD34"	1.29824358924081	4.21230580516399	9.49536904647131	0.00205991146710008	0.0536518981905359
"PLXNA2"	0.602775219767891	5.80670951977206	3.80509155625464	0.0510969822579414	0.400410327712509
"RPS26P13"	0.480304011707725	-1.05609405589379	0.723463254821369	0.395010243130067	0.819184102749552
"CAMK1G"	-0.0749761165979416	2.90728200791456	0.0385390714547995	0.844364633699689	0.91307112372674
"LAMB3"	0.0349563534438923	2.10370427416745	0.00700129674562788	0.933315826946007	0.919676126671694
"HSD11B1"	-0.447576681322075	5.78562114585968	1.93118754880523	0.164628579634266	0.661995274173084
"G0S2"	0.929145293639721	-1.56190597165899	2.02530752015721	0.154697605190985	0.649291486011137
"TRAF3IP3"	0.123002851969909	1.46168148381553	0.0767945377861992	0.781689290483894	0.905787290849512
"C1orf74"	-0.355361509956065	1.01112798744264	0.580111448714345	0.44626863991197	0.838471735175667
"IRF6"	-0.105279385657318	2.96124133065885	0.05774759042135	0.810092049143562	0.90889059973855
"UTP25"	-0.210574476013706	4.49928411633196	0.404971430122754	0.524532907273562	0.862454571561928
"SYT14"	-0.217425998855547	6.0272673160677	0.547214902688275	0.459457921623013	0.843269120397358
"SERTAD4-AS1"	0.165952909773025	-0.147415265791614	0.0956263002660731	0.757142753109556	0.903106782300155
"SERTAD4"	0.30072369837629	1.4925571140632	0.442942059393044	0.505705856133894	0.857636626184925
"ST13P19"	0.262221196588666	-0.357547378008179	0.2129374422281	0.644474744776223	0.88883833909076
"HHAT"	-0.0769052460546886	1.80866700864617	0.0351660771913735	0.851248080269805	0.913759589993925
"KCNH1"	-0.138109937398041	3.14572026366349	0.150303555180059	0.6982454387597	0.896104811548971
"AL590132.1"	-0.688538857574667	-1.20454233234301	0.907126629671104	0.340877959622825	0.793981787450816
"IPO8P1"	0.0271163006577016	1.8619338683401	0.0045058454004856	0.94648171859564	0.920691246655225
"AC092017.2"	-0.0566793848440483	-1.21295548297616	0.00841507407963427	0.926909611302145	0.91941249415885
"RCOR3"	-0.482406443649836	6.12834986822709	2.5753459949459	0.108540366890024	0.56958268342269
"TRAF5"	0.298771434221859	2.848712582034	0.612748832051977	0.433754699597749	0.834323357241317
"SNX25P1"	-0.564901383993948	-0.044264944948899	1.20813066464526	0.271702655218652	0.756702872799829
"ARPC3P2"	-2.73498476796011	-1.88802705057792	12.139323686719	0.000493696764702985	0.0197505808526352
"SLC30A1"	0.816246300048312	3.80055274708804	5.42333686538663	0.0198693513338831	0.237964440426848
"NEK2"	-0.942405535646415	-2.08964150981516	1.76442081883844	0.18407405653231	0.683434848718273
"LPGAT1"	-0.524178411077228	5.86760859339647	2.83161794731234	0.0924252022050406	0.53170211576591
"INTS7"	-0.14086165894326	4.89296158676767	0.192439641562618	0.660893834506247	0.893034462359185
"DTL"	-0.0207462317714179	-1.64640329498784	0.00107340018836943	0.973863754230474	0.923792167857199
"RPL21P28"	0.296520544672093	3.99553502169808	0.815654485857662	0.366453763323293	0.808612620298807
"PPP2R5A"	0.275550722167297	5.21708396974075	0.783420092909939	0.376097190525097	0.811327225545405
"RPL23AP18"	-0.218429006181112	3.96747747266236	0.430177065184026	0.511902077851966	0.858833748608047
"SNORA16B"	-0.386661926668806	-1.20243272523044	0.422410249546606	0.515736820235933	0.85968296514038
"TMEM206"	-0.638252753259619	4.97854307395927	3.1838152354552	0.074370891585208	0.480114958523125
"NENF"	-0.25669056310083	4.69979408435394	0.593652156851181	0.441010317173713	0.836306629125061
"ATF3"	1.95555559732557	3.87060110613985	26.3216566318119	2.89029466633055e-07	4.5813077905871e-05
"BATF3"	0.781913003149512	-0.331353610386479	2.03173240262572	0.154044927746214	0.649003748186279
"NSL1"	-0.209324599008257	4.7929411140712	0.423695984223414	0.515098557742466	0.85968296514038
"TATDN3"	-0.350410025910197	4.14915392571664	1.04401319482622	0.306889942368807	0.775321948433466
"AC104333.3"	0.259966805832617	-2.06887379806682	0.164621880145624	0.684936426239675	0.894455223653002
"SPATA45"	-0.533584587806876	-1.62431912888389	0.734922653617708	0.391292203584557	0.818260933460988
"FLVCR1"	-0.130122038633506	4.81321247764656	0.168492344461377	0.681455199300138	0.894052043542264
"VASH2"	-0.0608903643622796	0.76005689895832	0.013335953609193	0.908063562955778	0.91936796352399
"ANGEL2"	-0.217102161266118	4.44034985697233	0.461278177486527	0.497027220366375	0.855118636427296
"RPS6KC1"	-0.245310536775576	6.72627680349409	0.653751079538054	0.418774754671645	0.827074033010883
"PROX1"	-0.176432504312478	4.41756922360774	0.250876215906011	0.61645878160004	0.883442665632669
"SMYD2"	-0.310675612033749	4.32438135526524	0.84385975565877	0.358295206957876	0.804543608365375
"PTPN14"	0.436482824488276	4.06552635211099	1.60882221316566	0.204657441675421	0.701051289829916
"AL445305.1"	0.525610712864962	-0.658850195111769	0.878785258440915	0.348534603264293	0.799022834151929
"KRT18P12"	0.368341865911114	-1.16020170729825	0.353659168984478	0.55204903639153	0.872127064836832
"CENPF"	0.387674434976228	1.26213242333627	0.778309638304205	0.377658611505118	0.812447703830142
"ABHD17AP3"	-0.141827329581498	-0.483788836741489	0.0592519829637626	0.80768214168794	0.90889059973855
"KCNK2"	0.301499476931369	2.47138154668689	0.56584890814824	0.451913180972007	0.840292563242024
"KCTD3"	-0.449187466852424	6.6032211613261	2.29361142995553	0.129907342356375	0.615075080216288
"USH2A"	-0.739908039724524	2.34351057984096	3.44721365429943	0.0633584952019732	0.442322866265541
"ESRRG"	-0.402069527406281	4.6718172794906	1.14448419837774	0.284706783958476	0.766355763673266
"GPATCH2"	-0.499491823942512	4.0308925137101	2.25940380968075	0.13280517989868	0.619154285401963
"SPATA17"	0.96184576175867	1.65091927816507	5.26235884872579	0.021791464672101	0.252281711978772
"RRP15"	-0.205825746745578	3.57877643035771	0.347509364486043	0.555526415828727	0.872955527725975
"TGFB2"	0.857327811859427	3.61548189686664	6.53067936954896	0.0106029452510091	0.163360866790435
"LYPLAL1"	-0.135387439395937	4.96210777827668	0.189046993182913	0.6637109831169	0.893325144311895
"RIMKLBP2"	-0.257011351419252	-0.636254666190904	0.223189249593838	0.636620541218491	0.887129479252887
"ZC3H11B"	0.159013551840044	3.35724357142495	0.205153011665086	0.650593244034578	0.889738887181354
"SLC30A10"	-0.181786483309886	2.74559795799975	0.188578180853852	0.664102629014489	0.893392511089363
"EPRS"	-0.240489413681255	7.47251105495512	0.624988689296444	0.429199476299527	0.832182868346796
"BPNT1"	-0.690786988680197	4.30297973969106	4.2154596920658	0.040057211003083	0.351684475029457
"IARS2"	-0.324945901930168	6.68705025114099	1.12439664841761	0.288973707690163	0.768443927643146
"RAB3GAP2"	-0.274271222724458	7.54368126098278	0.816286502795094	0.366268147144263	0.808502513334384
"RPS15AP12"	-0.371811887965287	-2.11067966109992	0.32409662340748	0.569156062886953	0.875303323731848
"MORF4L1P1"	-0.236130012170383	5.6835279291443	0.569653255617418	0.450396736258779	0.8396679025928
"AURKAP1"	0.424190207229954	1.26473312519486	0.779553916941979	0.377277602558901	0.812315481228833
"MARK1"	-0.225629655936665	5.53582783066384	0.479955781039905	0.488442346675664	0.852540950713478
"HDAC1P2"	0.120936216205364	1.5094890940393	0.078287110104311	0.779632226664792	0.905701829760389
"C1orf115"	1.14512213629633	-1.67007686007874	2.45050185828473	0.117487299873375	0.591048722010267
"MARC2"	-0.343365001115577	2.59898870028602	0.802283661008554	0.370411468325308	0.810761734219793
"MARC1"	-0.121703624660759	3.39347123595949	0.111483770299674	0.738461166810847	0.901685828113778
"HLX"	1.40227530889908	0.726428312934856	7.49334907970171	0.00619272772468395	0.11501984252642
"DUSP10"	0.0215650908593159	2.93767913891529	0.00325511334200579	0.954502497531505	0.920700679937084
"AL513314.2"	-0.198420026014562	-1.0887030560097	0.119336787277714	0.729754913210355	0.900322425065912
"HHIPL2"	-0.596493681591945	-1.8202937662538	0.882399058773736	0.347545437500239	0.798302682698551
"TAF1A"	-0.121944605888791	2.26752140916107	0.0893280556747809	0.765033137849994	0.904238300969054
"MIA3"	-0.141549012598308	6.73078694114327	0.211572160068528	0.645537941977468	0.888998461669182
"AL592148.1"	0.409269032736318	-0.883336862244292	0.533588700982978	0.465101990471933	0.845582733322642
"AL592148.3"	0.37936916105184	-0.785563715321951	0.474546134968237	0.490903134762979	0.853832875771478
"AIDA"	0.186501255607192	5.56994728223291	0.375342614374162	0.540106390917758	0.867138570210295
"BROX"	-0.0804692094023173	6.05267982179375	0.0704339365694153	0.790706013916478	0.906506753875232
"FAM177B"	0.478275258755781	-0.49598886931424	0.857664824157432	0.354393000039323	0.803001848574294
"DISP1"	0.0541893127881554	4.48172158342449	0.027705410187342	0.867803282987625	0.914954324668612
"TLR5"	1.12270023610377	2.83879391306997	9.62798529513439	0.0019163470669349	0.0509925296960462
"SUSD4"	-0.173153716212306	3.33502410969643	0.186392654385415	0.665936093678374	0.893603752668567
"CAPN8"	-0.0804366741805785	-1.56517121879643	0.0192774293775955	0.889574069591582	0.917751225235374
"CAPN2"	0.547777954208207	7.75473252773737	3.26313759910241	0.070853434580181	0.470311245019719
"TP53BP2"	0.0778289578168723	6.53368330028998	0.0684848338185162	0.793555769534225	0.90689175107845
"ACTBP11"	0.51440319681881	-0.912867051898097	0.56832878666469	0.45092377728191	0.839969157046824
"CICP5"	0.349348930038765	-2.92882060965317	0.173384208443551	0.677121502792355	0.894052043542264
"GTF2IP20"	-0.651010728897487	4.97864099804042	4.35697009987405	0.0368578047226583	0.336615197253406
"AC138393.1"	-0.142015792276337	1.61353929370295	0.10835357781203	0.742026406160681	0.901793895609294
"AC138393.2"	-0.632651991110482	-2.55671377692494	0.976559261961491	0.323049747805091	0.784758881039765
"FBXO28"	-0.0169087748873982	3.18294894425749	0.00203933362399056	0.963980588772305	0.922070309618697
"DEGS1"	-0.157526615355535	4.6673355461831	0.20783686466325	0.648468156028497	0.889696583254544
"AC092809.3"	0.124545408434406	-0.414264556034601	0.0526622115562487	0.818493931299289	0.909707465949804
"NVL"	-0.437467983205224	4.64590850129088	1.82685130467764	0.176499906837622	0.675714496684088
"CNIH4"	0.0528673320089596	4.06181161450806	0.024358133584002	0.875977116099433	0.916213930951451
"WDR26"	0.0483555291141351	5.9462619906171	0.0249920832481223	0.874386789644436	0.916154144866182
"CNIH3"	-0.313587996306685	2.09095003134008	0.456795654296602	0.499125348395746	0.855390009403476
"MIR320B2"	-0.647156534685455	-2.58739702357242	0.966409484062636	0.325577278572616	0.786515580524811
"AKR1B1P1"	-0.370176642441779	-0.50951961786795	0.498516719610798	0.480152588722709	0.849342412131978
"DNAH14"	-1.37546668644443	4.95154135252107	14.1997338955508	0.000164393759506071	0.00859897361242848
"LBR"	0.0107110880311287	5.50362216825885	0.0012176017665837	0.972164144685388	0.923379550449863
"ENAH"	0.206870680184519	7.02638374287008	0.456910837925875	0.49907124705276	0.855390009403476
"EPHX1"	0.932851424771049	7.52237342164257	8.12838189329497	0.0043577621402078	0.0899180430782826
"SRP9"	-0.188476141536361	6.24060410713532	0.389149085979515	0.532747017646632	0.865059807362813
"TMEM63A"	-1.02225734965903	7.77780344035355	10.4733173217415	0.00121111048724132	0.037209851175596
"LEFTY1"	-0.367994689638545	-1.67072207431675	0.223329767602014	0.636514431078225	0.887095352634918
"PYCR2"	-0.363806875268399	4.50330304722557	1.00270729703639	0.316656306796106	0.781661054751951
"SDE2"	-0.200999480194891	4.35117137682021	0.368268998071869	0.54394932762719	0.86870392922529
"H3F3A"	0.259320426143314	5.44492993332677	0.682507853769646	0.408724489113614	0.824004023556697
"ACBD3"	-0.0825298986721551	4.86927891912748	0.0671569013398958	0.795522218684078	0.907188411462066
"LIN9"	-0.0345167063324053	2.34158295315586	0.00715115210240569	0.932607634855853	0.919676126671694
"PARP1"	-0.0756858659896484	8.47887048278989	0.0545282011783002	0.815363275499429	0.909399682210396
"STUM"	0.181756185662455	1.9273004942642	0.135084897695748	0.713217025575412	0.898319662474362
"ITPKB"	0.819372202408573	7.57003038754779	6.84897601947227	0.00886920915283345	0.144310786624703
"PSEN2"	-0.242372302873023	4.49625680275664	0.440438012171711	0.506911121285412	0.857686681054317
"COQ8A"	0.333551117004316	5.67985433988462	1.0207898146099	0.312331736148275	0.779849214516347
"CDC42BPA"	-0.28026617292283	8.23496109013504	0.863339873871041	0.352805736392345	0.801227499945464
"AL627308.2"	0.395185225004747	0.735954497493048	0.707094111972132	0.40041018743438	0.820958136420468
"ZNF678"	0.063792988911585	6.73974758345917	0.0476789595228979	0.827152428902191	0.910794767272262
"AL592310.1"	-0.331326677169309	0.78734145354107	0.520158015215046	0.470774284986765	0.847346801120078
"SNAP47"	0.364655238309255	3.38602447814188	0.907761101918034	0.340709162946144	0.793981787450816
"JMJD4"	-0.540104409894838	2.27588037866176	1.59143795928948	0.207120809817612	0.704058009234596
"ARF1"	0.240697780012233	4.97898256251665	0.478217343381274	0.48923089827436	0.85255326482039
"C1orf35"	0.444236277437932	2.34407843629414	1.07927419676511	0.298859979867753	0.771812127368459
"MRPL55"	0.0992506897191944	0.267340259204079	0.0316207092335468	0.858862668611326	0.914263321634643
"FAM96AP2"	-0.283369950207503	-1.12317770734382	0.232517230301429	0.629663589380521	0.885867468753092
"GUK1"	0.0216044275242279	5.89527569524289	0.00488218809225849	0.944295017068707	0.920691246655225
"GJC2"	0.217802393068908	4.5867879779017	0.296443205643214	0.586120851428771	0.879470097672127
"IBA57-DT"	0.088188248734311	-0.267845565997104	0.0279608381179495	0.867200924893241	0.914914245431946
"IBA57"	0.436004726554493	-0.120545729125387	0.628555979446047	0.427885485304477	0.831561663391498
"OBSCN"	1.36516213017648	7.01139492572656	20.5603124305625	5.77816754352181e-06	0.000607516858740856
"AL353593.1"	-0.581495202189397	-2.15215517256907	0.684460196698014	0.40805508944438	0.824004023556697
"TRIM11"	1.11355874940107	0.394557218641443	4.65466462909002	0.0309692817545749	0.3091442228944
"TRIM17"	0.534318497095739	1.52257869131039	1.63438405276331	0.20109774320793	0.700316954263256
"HIST3H3"	0.111319350890613	-1.39051744631872	0.034244349456543	0.853188023495325	0.913896639868313
"RPL23AP15"	0.396454318833446	-2.02777528021779	0.309490545684323	0.577992975212552	0.877351605320387
"HIST3H2A"	0.436864932447882	2.4696181540981	1.05402512386771	0.304581882569331	0.773670933348725
"HIST3H2BB"	0.156649828351811	2.82457271536409	0.119715052815039	0.729343743401926	0.900286517544365
"HIST3H2BA"	0.306770897816666	-0.324566177401943	0.292562267657374	0.588583228352975	0.879807534252005
"RNF187"	0.593789683132237	4.49562987251361	2.33660329690561	0.12636482577545	0.608198432617655
"FTH1P2"	0.483530605878784	4.80862502552993	2.18457012575634	0.139399979934981	0.629928228377674
"RHOU"	-0.451640933233295	6.65278598989879	2.169015321198	0.140816374805238	0.631842775736138
"RAB4A"	-0.0118502710867068	4.75631205729415	0.00129791890995534	0.971261115759284	0.923259553974057
"CCSAP"	-0.0739818930701739	4.06565215292606	0.0480731589125281	0.826450696368772	0.910760570874924
"ACTA1"	-0.100261240368726	0.815480625703288	0.0361898885552208	0.849123887448759	0.913690694488459
"NUP133"	-0.385946324769501	6.0529451456081	1.62976866920381	0.201735047834769	0.700316954263256
"ABCB10"	-0.161042608607483	3.9954397171514	0.228943264414649	0.632308491358025	0.886215827865652
"TAF5L"	0.0381355292121188	2.66886541153075	0.00876973692810878	0.925389673475357	0.91941249415885
"URB2"	-0.152910742977564	3.13266680970506	0.159795738032316	0.689344645404949	0.894838129477655
"GALNT2"	0.172835447641311	4.90970850529085	0.270827948032881	0.602776917828364	0.88149648462751
"PGBD5"	0.190536671549286	3.66121841398756	0.244195309679611	0.621192326248891	0.884672311131289
"COG2"	-0.168439240830293	4.58038445851832	0.261979076572031	0.608763751334951	0.881582308188352
"CAPN9"	-0.511710938947483	2.40271126931959	1.65088836189091	0.198838063414977	0.697796574450231
"AGT"	-0.128249662507231	7.69539532793379	0.168996508135365	0.681005186727524	0.894052043542264
"C1orf198"	0.0307661240226047	4.30363465131669	0.0080330157280315	0.928583554264001	0.919431729486186
"TTC13"	-0.24860538687538	4.99647527638965	0.622745626591629	0.43002882020488	0.832203935449391
"ARV1"	-0.477401674331714	3.24490824040845	1.66649817462327	0.196728232341019	0.695849293282969
"FAM89A"	0.24524610032474	0.328711467547432	0.228863303673751	0.632367955498943	0.886215827865652
"TRIM67"	-0.0516160957994397	1.34641443609372	0.0103980998503097	0.91877963529985	0.91936796352399
"AL732414.1"	0.0445865046739207	-0.144265832006774	0.00731648835465215	0.931834899791927	0.919676126671694
"C1orf131"	-0.357174182108797	3.31415064890804	0.961056921459984	0.326920730781283	0.78681506225137
"GNPAT"	-0.0356851433505644	6.66300008725388	0.0140372571480043	0.905688187940207	0.91936796352399
"SPRTN"	-0.178946894486078	2.61293004118718	0.206049684266944	0.649881398903869	0.889738887181354
"EXOC8"	-0.0390294474950394	3.25039794681197	0.00992324746722772	0.920649589302555	0.91936796352399
"EGLN1"	0.248442275033512	6.63676099444005	0.661829072385377	0.415914953689109	0.826097924871365
"TSNAX-DISC1"	-0.401837158747813	3.56896347786573	1.4065505372038	0.235629868750891	0.726932081776989
"TSNAX"	-0.568986905542217	4.86780255192518	3.09036635231351	0.0787570747365715	0.496631743643359
"DISC1"	0.483193917189269	5.16294640709639	2.0866537945404	0.148591224300338	0.640889515009391
"SIPA1L2"	0.0458109597748242	6.16106693655086	0.019456754175323	0.889064956953071	0.917751225235374
"MAP10"	-1.10985684180138	1.59281438637933	5.76150283146126	0.0163810550285738	0.213677495861075
"NTPCR"	-0.270422084004066	4.64318752165143	0.612670773648318	0.433783985194231	0.834323357241317
"PCNX2"	-0.35164187043689	7.10739906416138	1.28238304169423	0.257456418804498	0.74463901441479
"RPS7P3"	-0.11537204381004	0.544940641541157	0.054808107627335	0.814898562207462	0.909327406805971
"MAP3K21"	-0.0771311156317654	2.49048887212066	0.0369766489019803	0.847512597297335	0.913380119459568
"KCNK1"	0.302285400512163	3.8959475507683	0.718356597457209	0.396683504587427	0.819972124726526
"AL663058.1"	0.0781419803291253	-1.74310071077924	0.0160781440773121	0.899098995117482	0.91868155338904
"SLC35F3"	1.1135777433624	3.21067209291512	10.1250292934395	0.00146269333985816	0.0427426595737191
"AL122008.2"	1.09154686004705	-1.08914448724115	3.33705784498547	0.0677356258882885	0.459040970728404
"AL355472.2"	0.433712310343602	0.467961496311429	0.792010211607705	0.373492973016584	0.811327225545405
"TARBP1"	-0.99030652704437	5.7588958534863	10.438826324588	0.00123393654692084	0.0378001396130247
"COA6"	0.310857065975276	2.01962108133003	0.561374243716878	0.453707068267679	0.841148922682354
"IRF2BP2"	0.803526619534878	5.29059224734517	5.62457214025622	0.0177103884736937	0.223089810791226
"ARID4B"	-0.0755693181780511	7.23459625509107	0.0664095600880188	0.796638041640493	0.90759352484124
"RBM34"	-0.159767122467435	4.6650340379299	0.243079569978948	0.621990681300087	0.884736104438964
"GGPS1"	-0.0691685981302431	3.47697381568459	0.0376143689789998	0.846219541283288	0.913380119459568
"TBCE"	-1.70236502790208	1.30177345373004	7.94767765982941	0.00481491235125068	0.0966903037290131
"TBCE"	-0.274113388319186	6.47035262231108	0.75897830651375	0.383648448231182	0.814843877996966
"TOMM20"	-0.309219510064032	5.76125291373539	0.937968292564992	0.332800893107723	0.790245369726881
"SNORA14B"	-0.261537818136013	1.499396693369	0.333987400565399	0.563320541856388	0.874919106768641
"RPL23AP23"	1.07940982286928	-1.10787900310156	3.42794912938718	0.0641016574526466	0.443808973593142
"B3GALNT2"	-0.357958926540843	4.04948609296271	1.13569567985029	0.286563692722593	0.767239541549209
"GNG4"	-0.14896588164247	1.30761801784668	0.100377104444994	0.751377562466342	0.901978877383619
"LYST"	-0.0201649572086825	8.25377131747606	0.00488151688364269	0.944298840164514	0.920691246655225
"LDHAP2"	0.0492641927613382	2.74562905107029	0.0184904851020598	0.891837310659616	0.917773112569338
"NID1"	0.54988648237054	3.78996730013929	2.23037555233334	0.135320952631244	0.623086015250408
"GPR137B"	0.231882172687312	5.03043832340417	0.541766154805103	0.461701694970446	0.844286351035974
"ERO1B"	0.0667127210233922	4.07971124966474	0.0404887799633968	0.840527929997253	0.911866512588127
"EDARADD"	-1.21800706935445	-1.27516525361882	3.62320208314743	0.0569791062064244	0.421205173722409
"ENO1P1"	0.116019910695947	-0.407858323888812	0.0355918324653945	0.850360889176588	0.913759589993925
"LGALS8"	-0.199399557126664	5.50593147251194	0.396434715129004	0.52893628641165	0.863737732775768
"HEATR1"	-0.108009418095085	5.80526349707126	0.124968802450908	0.723706681996203	0.900232712328727
"ACTN2"	-0.362812797244324	7.54600337404017	1.62512817012122	0.202378217471744	0.700531535750379
"MTR"	-0.447063626741666	8.17521011007862	2.27828918384714	0.131196523385104	0.615748755426155
"RYR2"	-0.0823624109961917	8.72969938375676	0.0788215097034026	0.778900861970912	0.90527954445318
"RPSAP21"	-0.567457872243553	1.33279771499947	1.75833111799274	0.184832813303458	0.683434848718273
"RPL35P1"	-0.211068552213365	-0.111609915525229	0.142399287367109	0.705907351076898	0.897292014414358
"AL590396.1"	0.690151328538694	-1.56866251018245	1.05166430635433	0.305124093339174	0.774294530266372
"CHRM3"	-0.362396116511096	3.51268422667808	0.755972453619549	0.384591879358416	0.815411274530055
"FMN2"	0.227819822478279	7.47238249486347	0.555555582876778	0.45605652917359	0.841389087504494
"AL359918.1"	-0.424109864529707	2.76465088537342	1.27485150234283	0.258858510600257	0.746350270983713
"ADH5P3"	-0.219743362455978	0.673729407870145	0.220782296868546	0.638444492840355	0.887583195021006
"GREM2"	0.182811506527759	-1.35064311439677	0.0610636038444099	0.804822700601193	0.90889059973855
"RGS7"	-0.44703918259142	6.24427949735904	1.95613465002148	0.16192731466308	0.661324118707212
"RFKP1"	0.489572144478966	-1.4873960942465	0.657022777404343	0.417612986591132	0.826694188856651
"HNRNPA1P42"	-0.441617577628728	2.14075069985105	1.17487952629453	0.27840089292943	0.762360120380727
"AL590682.1"	-0.0055889013683439	-2.18992951633038	6.9163641599701e-05	0.993364494994782	0.925132970506627
"FH"	-0.619420172927014	6.28827061370965	3.90498279170005	0.0481431206044832	0.390574760867298
"KMO"	1.60591734782349	-1.19233555397087	7.41333394218664	0.00647422387890929	0.118489521560418
"OPN3"	0.193255404614351	2.12040367491615	0.172919615015669	0.677529982166878	0.894052043542264
"CHML"	-0.164848989243841	3.07153848974324	0.199080641544194	0.655463951231287	0.891477267797278
"WDR64"	-3.25388567453302	-1.77469897759822	15.9430394747487	6.5277373191428e-05	0.00432212046546929
"AL365366.1"	-0.42941928455922	-1.49664838100267	0.447834592678011	0.503365069515693	0.857350141829179
"EXO1"	0.4963666939138	-0.252689398047102	0.808670443891366	0.368513626520495	0.809564971654097
"PLD5"	-0.393599760067583	3.55651272305124	1.17905521420027	0.277548419104917	0.761588171237887
"AL360271.2"	-0.953417386551452	-1.80550453812024	1.98290520381887	0.159084683875487	0.657288376722985
"AL360271.1"	-0.448305295312618	-0.28690957718709	0.704571823491632	0.40125174621314	0.820958136420468
"AL603825.1"	0.551207361110533	-2.30756474759352	0.716952841833113	0.397145254844364	0.82014300827131
"SEPT14P21"	-0.179604776302404	-2.37312302630031	0.0684366512709378	0.793626762115575	0.90689175107845
"LINC01347"	-0.157902771392721	5.01313560815051	0.247951149785685	0.6185214448862	0.884146097237947
"AL606534.4"	0.801872546099671	-1.11940500674459	1.93544319308026	0.164164160434047	0.661995274173084
"CEP170"	-0.295958390075556	8.45420323133007	0.936113368723412	0.333279392248676	0.790245369726881
"SDCCAG8"	-0.0399098902949889	7.56312976031624	0.0187399706702251	0.891114571579706	0.917773112569338
"AKT3"	-0.157559047244564	7.63085407202659	0.273944864656968	0.600697715641432	0.88149648462751
"FCF1P7"	-0.406849473172286	1.12664708310416	0.84231157221981	0.358736495841654	0.804543608365375
"FABP7P1"	-0.0790393520740885	-1.08929698775609	0.0198424569265576	0.887977970015693	0.917751225235374
"ZBTB18"	0.421418952253421	4.2143459656319	1.56737090956737	0.210589232511611	0.706155539392023
"ADSS"	-0.500694365861931	6.10322738190808	2.56619612231067	0.10916995775268	0.570751863441444
"CATSPERE"	-0.288949292229934	3.27215464046655	0.662714940118363	0.415603100456988	0.825953390858366
"DESI2"	0.39314271442496	1.91330982151388	0.902817772204552	0.342027284839514	0.795132533795595
"AL451007.1"	0.321010850252699	-0.802364443072315	0.316825928981517	0.573521418372107	0.876829803896029
"HNRNPU"	0.0582976365337647	8.63500096714103	0.0373471898376465	0.846759885077837	0.913380119459568
"COX20"	-0.183153234460469	5.82519043086713	0.37240482011984	0.541696344386948	0.867348319435695
"EFCAB2"	-0.0334507274389475	4.33035107146299	0.0105435129995755	0.918215669705695	0.91936796352399
"SMYD3"	-0.437687003918943	4.56045140372878	1.76636354931226	0.183832759472796	0.683434848718273
"KIF26B"	-0.0269396513795381	4.31761130155995	0.00470102735006606	0.945336644741694	0.920691246655225
"CHCHD4P5"	0.592935332642654	-1.72409889429009	0.937532304392471	0.332913278866944	0.790245369726881
"TFB2M"	-0.209584685204252	2.98062521596938	0.290206565462785	0.590088188688388	0.879807534252005
"CNST"	-0.170613683850459	4.79549084191765	0.270248837135064	0.603164899098276	0.88149648462751
"SCCPDH"	-0.206294875691094	6.45303928800276	0.44523806700073	0.504605038386114	0.857519995976906
"LINC01341"	-0.240801764473811	0.742209645066231	0.251227985245784	0.616211739551246	0.883442665632669
"KIF28P"	0.208492263253228	-1.68338098807925	0.117408001903257	0.731862902593143	0.900687520589228
"AHCTF1"	0.11522093150147	7.23267406869532	0.158346935143594	0.690683035632195	0.895191237518335
"ZNF695"	0.959516254007467	0.978035550011858	4.54541792546772	0.0330069636723295	0.319131445175077
"ZNF669"	0.142589775475773	3.44545321833544	0.152757679487745	0.695913828713403	0.895295794070421
"ZNF670"	0.154906529944106	3.50476241822385	0.195295992147987	0.658544882088505	0.891695556331864
"AL512637.1"	0.238218933755227	-1.71129469569473	0.155409340624876	0.693418684436473	0.895295794070421
"ZNF124"	0.543306011442035	6.16209426442282	3.27316378193032	0.0704216912825442	0.46833669215201
"AL390728.2"	-0.334417632342562	0.155168622473399	0.4367364510841	0.508701852066718	0.857724497957674
"AL390728.4"	0.781253410231357	6.14106121960359	7.00994705055936	0.00810580773158663	0.136003825649442
"AL390728.1"	0.303174789032738	-0.0081668829485628	0.3274097263443	0.567188330553387	0.875229782100137
"ZNF496"	-0.156362000455689	3.44679621618529	0.186422805590666	0.66591071290448	0.893603752668567
"NLRP3"	0.0896916141067789	3.55200067048846	0.0636697380625044	0.800787059549837	0.908431371356985
"OR1C1"	-2.01785452879567	-1.73826769735361	6.39700176591758	0.0114313258308505	0.171452442452533
"TRIM58"	-0.251592297352835	1.75292154506308	0.292546161724337	0.588593491142798	0.879807534252005
"OR2W3"	-0.619865861832316	-0.325432663596296	1.15159296209523	0.283215935019047	0.764700705995247
